colony_id,spp,species,year,area_cm2,surv
111,AI,Acropora intermedia,2014,880.0070449,0
112,AI,Acropora intermedia,2009,1132.286625,1
112,AI,Acropora intermedia,2010,987.1299034,1
112,AI,Acropora intermedia,2011,1324.659722,1
112,AI,Acropora intermedia,2012,999.9952452,1
112,AI,Acropora intermedia,2013,597.1323419,1
112,AI,Acropora intermedia,2014,640.7925531,0
114,AI,Acropora intermedia,2009,731.9292327,1
114,AI,Acropora intermedia,2010,1071.881288,1
114,AI,Acropora intermedia,2011,1363.265574,1
114,AI,Acropora intermedia,2012,1336.658378,1
114,AI,Acropora intermedia,2013,793.0619272,1
114,AI,Acropora intermedia,2014,1078.315377,0
115,AI,Acropora intermedia,2009,370.0266279,1
115,AI,Acropora intermedia,2010,118.7841859,1
115,AI,Acropora intermedia,2011,19.8430567,0
117,AI,Acropora intermedia,2009,641.425284,1
117,AI,Acropora intermedia,2010,441.6255095,1
117,AI,Acropora intermedia,2011,311.4034537,1
117,AI,Acropora intermedia,2012,61.53201258,1
117,AI,Acropora intermedia,2013,23.31743133,0
118,AI,Acropora intermedia,2009,1250.330241,1
118,AI,Acropora intermedia,2010,45.84027058,1
118,AI,Acropora intermedia,2012,10.44837135,0
119,AI,Acropora intermedia,2009,461.271345,1
119,AI,Acropora intermedia,2010,698.0271495,1
119,AI,Acropora intermedia,2011,1066.806153,1
119,AI,Acropora intermedia,2012,741.8782456,1
119,AI,Acropora intermedia,2013,611.0197352,1
119,AI,Acropora intermedia,2014,215.2859206,0
120,AI,Acropora intermedia,2009,105.1324661,0
121,AI,Acropora intermedia,2009,70.49985231,1
121,AI,Acropora intermedia,2010,46.81389075,1
121,AI,Acropora intermedia,2011,71.98904726,1
121,AI,Acropora intermedia,2012,201.337386,1
121,AI,Acropora intermedia,2013,161.3292645,0
122,AI,Acropora intermedia,2009,316.1291717,1
122,AI,Acropora intermedia,2010,35.29229606,0
123,AI,Acropora intermedia,2010,134.345483,1
123,AI,Acropora intermedia,2011,33.70127803,0
124,AI,Acropora intermedia,2010,113.2611318,1
124,AI,Acropora intermedia,2011,175.8048542,1
124,AI,Acropora intermedia,2012,84.92904697,1
124,AI,Acropora intermedia,2013,91.00002562,1
124,AI,Acropora intermedia,2014,110.3442198,0
125,AI,Acropora intermedia,2010,28.20339687,1
125,AI,Acropora intermedia,2011,149.9323581,0
126,AI,Acropora intermedia,2010,63.67177824,0
127,AL,Acropora spathulata,2009,281.628397,1
127,AL,Acropora spathulata,2010,313.724776,1
127,AL,Acropora spathulata,2011,324.8538525,0
128,AL,Acropora spathulata,2009,1447.650097,1
128,AL,Acropora spathulata,2010,1754.690681,1
128,AL,Acropora spathulata,2011,683.0917344,0
129,AL,Acropora spathulata,2009,186.1600717,1
129,AL,Acropora spathulata,2010,234.453007,1
129,AL,Acropora spathulata,2011,196.0271762,0
130,AL,Acropora spathulata,2009,382.5834956,1
130,AL,Acropora spathulata,2010,524.6988849,1
130,AL,Acropora spathulata,2011,603.4355084,1
130,AL,Acropora spathulata,2012,1013.016077,1
130,AL,Acropora spathulata,2013,829.5084373,1
130,AL,Acropora spathulata,2014,818.1815572,0
131,AL,Acropora spathulata,2009,715.8016847,0
132,AL,Acropora spathulata,2009,44.88416475,1
132,AL,Acropora spathulata,2010,56.25956992,1
132,AL,Acropora spathulata,2011,44.83351749,0
133,AL,Acropora spathulata,2009,442.626219,1
133,AL,Acropora spathulata,2010,499.4073178,1
133,AL,Acropora spathulata,2011,372.7665914,1
133,AL,Acropora spathulata,2012,283.6677292,1
133,AL,Acropora spathulata,2013,248.8074213,1
133,AL,Acropora spathulata,2014,80.04132661,0
134,AL,Acropora spathulata,2009,233.1178358,1
134,AL,Acropora spathulata,2010,304.7608213,1
134,AL,Acropora spathulata,2011,350.6042381,0
135,AL,Acropora spathulata,2009,364.5767187,1
135,AL,Acropora spathulata,2010,479.7265183,1
135,AL,Acropora spathulata,2011,750.6035759,1
135,AL,Acropora spathulata,2012,681.62137,1
135,AL,Acropora spathulata,2013,832.7744545,1
135,AL,Acropora spathulata,2014,882.0226356,0
136,AL,Acropora spathulata,2009,535.4042431,1
136,AL,Acropora spathulata,2010,590.7483633,1
136,AL,Acropora spathulata,2011,967.1950825,1
136,AL,Acropora spathulata,2012,960.2405302,1
136,AL,Acropora spathulata,2013,1031.378039,1
136,AL,Acropora spathulata,2014,1213.735077,0
137,AL,Acropora spathulata,2009,368.7902418,1
137,AL,Acropora spathulata,2010,300.4123665,1
137,AL,Acropora spathulata,2011,277.5996472,0
138,AL,Acropora spathulata,2009,137.2301383,1
138,AL,Acropora spathulata,2010,47.78697622,1
138,AL,Acropora spathulata,2011,10.6883479,0
139,AL,Acropora spathulata,2009,383.8280498,1
139,AL,Acropora spathulata,2010,568.6069497,1
139,AL,Acropora spathulata,2011,813.5572433,1
139,AL,Acropora spathulata,2012,1104.642301,1
139,AL,Acropora spathulata,2013,751.1190997,1
139,AL,Acropora spathulata,2014,55.77520561,0
140,AL,Acropora spathulata,2009,1000.240833,1
140,AL,Acropora spathulata,2010,920.5893956,1
140,AL,Acropora spathulata,2011,875.8570529,1
140,AL,Acropora spathulata,2012,874.9886709,1
140,AL,Acropora spathulata,2013,619.2351634,1
140,AL,Acropora spathulata,2014,445.0005103,0
141,AL,Acropora spathulata,2009,235.6887026,1
141,AL,Acropora spathulata,2010,292.250687,1
141,AL,Acropora spathulata,2011,313.4934081,1
141,AL,Acropora spathulata,2012,205.467077,1
141,AL,Acropora spathulata,2013,144.5492528,1
141,AL,Acropora spathulata,2014,62.17400311,0
142,AL,Acropora spathulata,2009,361.0624454,1
142,AL,Acropora spathulata,2010,311.0332079,1
142,AL,Acropora spathulata,2011,418.4387562,1
142,AL,Acropora spathulata,2012,449.5054155,1
142,AL,Acropora spathulata,2013,504.5586146,1
142,AL,Acropora spathulata,2014,576.0748539,0
143,AL,Acropora spathulata,2009,131.2646256,1
143,AL,Acropora spathulata,2010,182.5789484,0
144,AL,Acropora spathulata,2009,387.7567096,1
144,AL,Acropora spathulata,2010,268.7322603,0
145,AL,Acropora spathulata,2009,307.3363107,1
145,AL,Acropora spathulata,2010,321.8639837,1
145,AL,Acropora spathulata,2011,358.738382,1
145,AL,Acropora spathulata,2012,374.414749,1
145,AL,Acropora spathulata,2013,190.3159043,0
146,AL,Acropora spathulata,2009,227.9434516,1
146,AL,Acropora spathulata,2010,413.5209516,1
146,AL,Acropora spathulata,2011,581.6893135,1
146,AL,Acropora spathulata,2012,274.6260537,0
147,AL,Acropora spathulata,2009,344.9236398,1
147,AL,Acropora spathulata,2010,329.3904913,1
147,AL,Acropora spathulata,2011,342.5551836,1
147,AL,Acropora spathulata,2012,240.2506262,1
147,AL,Acropora spathulata,2013,13.55984934,0
148,AL,Acropora spathulata,2009,273.4901707,1
148,AL,Acropora spathulata,2010,330.6059238,1
148,AL,Acropora spathulata,2011,362.9826133,1
148,AL,Acropora spathulata,2012,389.9198904,1
148,AL,Acropora spathulata,2013,385.8115071,1
148,AL,Acropora spathulata,2014,449.4648938,0
149,AL,Acropora spathulata,2009,356.5081601,0
150,AL,Acropora spathulata,2009,254.0554009,0
151,AL,Acropora spathulata,2009,418.2251273,1
151,AL,Acropora spathulata,2010,434.581872,1
151,AL,Acropora spathulata,2011,403.8207244,1
151,AL,Acropora spathulata,2012,312.7625117,0
152,AL,Acropora spathulata,2009,407.8486011,1
152,AL,Acropora spathulata,2010,546.6193418,1
152,AL,Acropora spathulata,2011,776.3251076,1
152,AL,Acropora spathulata,2012,480.0707206,1
152,AL,Acropora spathulata,2013,506.8555516,1
152,AL,Acropora spathulata,2014,506.7351244,0
153,AL,Acropora spathulata,2009,358.5558839,0
154,AL,Acropora spathulata,2009,313.1985631,1
154,AL,Acropora spathulata,2010,555.1509974,1
154,AL,Acropora spathulata,2011,957.4357994,1
154,AL,Acropora spathulata,2012,1195.729353,1
154,AL,Acropora spathulata,2013,331.4901688,0
155,AL,Acropora spathulata,2009,320.7990567,1
155,AL,Acropora spathulata,2010,308.6674744,1
155,AL,Acropora spathulata,2011,367.2365703,1
155,AL,Acropora spathulata,2012,401.4473339,0
156,AL,Acropora spathulata,2009,146.1949848,1
156,AL,Acropora spathulata,2010,264.6516313,1
156,AL,Acropora spathulata,2011,379.5840664,1
156,AL,Acropora spathulata,2012,335.2238541,1
156,AL,Acropora spathulata,2013,196.2459968,1
156,AL,Acropora spathulata,2014,21.74912851,0
157,AL,Acropora spathulata,2009,1421.82892,1
157,AL,Acropora spathulata,2010,1865.753913,1
157,AL,Acropora spathulata,2011,2358.748826,1
157,AL,Acropora spathulata,2012,79.89124826,0
158,AL,Acropora spathulata,2010,222.6611532,1
158,AL,Acropora spathulata,2011,281.706456,1
158,AL,Acropora spathulata,2012,284.9400856,0
159,AL,Acropora spathulata,2010,526.6759792,1
159,AL,Acropora spathulata,2011,603.7340516,1
159,AL,Acropora spathulata,2012,785.2171799,1
159,AL,Acropora spathulata,2013,320.0141452,1
159,AL,Acropora spathulata,2014,197.3402775,0
160,AM,Acropora millepora,2009,327.7897155,1
160,AM,Acropora millepora,2010,87.33029987,1
160,AM,Acropora millepora,2011,82.15283682,1
160,AM,Acropora millepora,2012,49.70371812,1
160,AM,Acropora millepora,2013,23.86765412,0
161,AM,Acropora millepora,2009,189.9946239,1
161,AM,Acropora millepora,2010,144.0737592,1
161,AM,Acropora millepora,2011,247.6649025,1
161,AM,Acropora millepora,2012,204.3247298,0
163,AM,Acropora millepora,2009,251.9666594,1
163,AM,Acropora millepora,2010,231.6077013,1
163,AM,Acropora millepora,2011,225.3494738,0
164,AM,Acropora millepora,2009,59.56483648,1
164,AM,Acropora millepora,2010,53.65413749,1
164,AM,Acropora millepora,2011,24.75569978,0
165,AM,Acropora millepora,2009,220.639315,1
165,AM,Acropora millepora,2010,47.91622198,1
165,AM,Acropora millepora,2011,41.41329838,1
165,AM,Acropora millepora,2012,30.664,0
166,AM,Acropora millepora,2009,260.221134,1
166,AM,Acropora millepora,2010,245.2602942,1
166,AM,Acropora millepora,2011,304.06348,1
166,AM,Acropora millepora,2012,221.0434504,1
166,AM,Acropora millepora,2013,29.48712999,0
167,AM,Acropora millepora,2009,524.591012,1
167,AM,Acropora millepora,2010,626.5848004,1
167,AM,Acropora millepora,2011,770.4025895,0
168,AM,Acropora millepora,2009,263.5782569,1
168,AM,Acropora millepora,2010,175.6852868,1
168,AM,Acropora millepora,2011,58.6746192,0
169,AM,Acropora millepora,2009,489.1662119,1
169,AM,Acropora millepora,2010,517.7350606,1
169,AM,Acropora millepora,2011,781.8723519,1
169,AM,Acropora millepora,2012,444.4200709,0
170,AM,Acropora millepora,2009,599.0084205,1
170,AM,Acropora millepora,2010,549.9101641,1
170,AM,Acropora millepora,2011,273.7665247,1
170,AM,Acropora millepora,2012,125.0240645,0
171,AM,Acropora millepora,2009,1246.074908,0
172,AM,Acropora millepora,2009,272.2768444,1
172,AM,Acropora millepora,2010,299.6223441,0
173,AM,Acropora millepora,2009,562.3790602,1
173,AM,Acropora millepora,2010,289.5618139,1
173,AM,Acropora millepora,2011,350.3810236,1
173,AM,Acropora millepora,2012,37.00345521,0
174,AM,Acropora millepora,2009,1268.629101,1
174,AM,Acropora millepora,2010,1390.671949,1
174,AM,Acropora millepora,2011,1434.021437,1
174,AM,Acropora millepora,2012,1022.472835,1
174,AM,Acropora millepora,2013,26.01852145,0
175,AL,Acropora spathulata,2009,139.2503344,1
175,AL,Acropora spathulata,2010,297.4300329,1
175,AL,Acropora spathulata,2011,424.5741699,1
175,AL,Acropora spathulata,2012,579.4221727,1
175,AL,Acropora spathulata,2013,780.2398364,1
175,AL,Acropora spathulata,2014,478.0330741,0
176,AM,Acropora millepora,2009,19.61826465,0
177,AM,Acropora millepora,2009,393.1005849,1
177,AM,Acropora millepora,2010,283.1697574,0
178,AM,Acropora millepora,2009,297.1940477,1
178,AM,Acropora millepora,2010,302.8063846,1
178,AM,Acropora millepora,2011,378.2967269,0
179,AM,Acropora millepora,2009,301.5679232,1
179,AM,Acropora millepora,2010,321.8221733,1
179,AM,Acropora millepora,2011,307.1300732,1
179,AM,Acropora millepora,2012,307.1126479,0
180,AM,Acropora millepora,2009,247.6437447,0
181,AM,Acropora millepora,2009,507.7852235,0
182,AM,Acropora millepora,2009,98.18946166,1
182,AM,Acropora millepora,2010,173.7585424,1
182,AM,Acropora millepora,2011,309.6210743,1
182,AM,Acropora millepora,2012,394.2420823,1
182,AM,Acropora millepora,2013,360.006822,1
182,AM,Acropora millepora,2014,235.6693691,0
183,AM,Acropora millepora,2009,132.3637459,1
183,AM,Acropora millepora,2010,227.5060043,1
183,AM,Acropora millepora,2011,309.5475135,1
183,AM,Acropora millepora,2012,190.2218592,1
183,AM,Acropora millepora,2013,173.1070517,0
184,AM,Acropora millepora,2009,120.7143912,1
184,AM,Acropora millepora,2010,199.9111357,1
184,AM,Acropora millepora,2011,169.7013666,0
185,AM,Acropora millepora,2009,192.9096431,1
185,AM,Acropora millepora,2010,86.2505327,0
186,AM,Acropora millepora,2009,186.5252534,1
186,AM,Acropora millepora,2010,215.1667679,1
186,AM,Acropora millepora,2011,264.530469,1
186,AM,Acropora millepora,2012,112.3298439,0
187,AM,Acropora millepora,2009,250.3922547,1
187,AM,Acropora millepora,2010,350.7840054,1
187,AM,Acropora millepora,2011,227.6472283,0
188,AM,Acropora millepora,2009,356.0342259,1
188,AM,Acropora millepora,2010,281.8860733,1
188,AM,Acropora millepora,2011,202.6306511,1
188,AM,Acropora millepora,2012,48.74072436,0
189,AL,Acropora spathulata,2009,1189.016777,1
189,AL,Acropora spathulata,2011,1211.271591,0
190,AN,Acropora nasuta,2009,294.7614777,0
191,AN,Acropora nasuta,2009,518.35944,1
191,AN,Acropora nasuta,2010,382.8177264,1
191,AN,Acropora nasuta,2011,303.4489662,1
191,AN,Acropora nasuta,2012,523.7904111,1
191,AN,Acropora nasuta,2013,339.5618479,0
192,AN,Acropora nasuta,2009,858.6425127,1
192,AN,Acropora nasuta,2010,1114.563585,1
192,AN,Acropora nasuta,2011,1275.791647,0
193,AN,Acropora nasuta,2009,648.5939219,1
193,AN,Acropora nasuta,2010,701.2335267,1
193,AN,Acropora nasuta,2011,746.5380947,1
193,AN,Acropora nasuta,2012,470.7498411,0
194,AN,Acropora nasuta,2009,216.4562568,1
194,AN,Acropora nasuta,2010,258.5695616,1
194,AN,Acropora nasuta,2011,200.2206813,1
194,AN,Acropora nasuta,2012,159.8357006,1
194,AN,Acropora nasuta,2013,36.55461065,0
195,AN,Acropora nasuta,2009,339.3519144,1
195,AN,Acropora nasuta,2010,308.3221104,1
195,AN,Acropora nasuta,2011,137.0966595,0
196,AN,Acropora nasuta,2009,323.1526822,1
196,AN,Acropora nasuta,2010,495.2968068,1
196,AN,Acropora nasuta,2011,455.8255255,1
196,AN,Acropora nasuta,2012,298.8898823,1
196,AN,Acropora nasuta,2013,214.2741076,1
196,AN,Acropora nasuta,2014,97.017876,0
197,AN,Acropora nasuta,2009,302.8456991,1
197,AN,Acropora nasuta,2010,411.5750798,1
197,AN,Acropora nasuta,2011,508.8502317,1
197,AN,Acropora nasuta,2012,192.61014,1
197,AN,Acropora nasuta,2013,269.8353218,1
197,AN,Acropora nasuta,2014,435.5718609,0
198,AN,Acropora nasuta,2009,640.1832886,1
198,AN,Acropora nasuta,2010,526.8296937,1
198,AN,Acropora nasuta,2011,327.6911146,1
198,AN,Acropora nasuta,2012,297.1106571,0
199,AN,Acropora nasuta,2009,233.9632574,1
199,AN,Acropora nasuta,2010,92.63981166,1
199,AN,Acropora nasuta,2011,218.5166121,1
199,AN,Acropora nasuta,2012,333.1476175,1
199,AN,Acropora nasuta,2013,402.1833087,1
199,AN,Acropora nasuta,2014,544.4221656,0
200,AN,Acropora nasuta,2009,693.6930984,0
201,AN,Acropora nasuta,2009,616.8487259,1
201,AN,Acropora nasuta,2010,576.2424333,1
201,AN,Acropora nasuta,2011,261.5787868,1
201,AN,Acropora nasuta,2012,153.4198445,0
202,AN,Acropora nasuta,2009,483.3554163,0
203,AN,Acropora nasuta,2009,150.3575843,1
203,AN,Acropora nasuta,2010,178.0500107,1
203,AN,Acropora nasuta,2011,180.1235394,1
203,AN,Acropora nasuta,2012,203.2303643,1
203,AN,Acropora nasuta,2013,65.76407846,0
204,AN,Acropora nasuta,2009,1087.997264,1
204,AN,Acropora nasuta,2010,1052.141921,1
204,AN,Acropora nasuta,2011,1266.951031,0
205,AN,Acropora nasuta,2009,316.7920826,1
205,AN,Acropora nasuta,2010,299.0939572,0
206,AN,Acropora nasuta,2009,194.2258123,0
207,AN,Acropora nasuta,2009,235.6634493,1
207,AN,Acropora nasuta,2010,151.7600388,0
208,AN,Acropora nasuta,2009,177.0636016,1
208,AN,Acropora nasuta,2010,221.8071274,1
208,AN,Acropora nasuta,2011,385.8003386,0
209,AN,Acropora nasuta,2009,807.9541752,1
209,AN,Acropora nasuta,2010,559.9948576,0
210,AN,Acropora nasuta,2009,113.4620427,0
211,AN,Acropora nasuta,2009,204.0478675,1
211,AN,Acropora nasuta,2010,96.2095835,0
212,AN,Acropora nasuta,2009,694.507097,0
213,AN,Acropora nasuta,2009,150.7571286,1
213,AN,Acropora nasuta,2010,235.104901,0
214,AN,Acropora nasuta,2009,672.6934101,1
214,AN,Acropora nasuta,2010,990.5651396,1
214,AN,Acropora nasuta,2011,1123.047035,1
214,AN,Acropora nasuta,2012,1081.008458,0
216,AN,Acropora nasuta,2009,92.96677578,0
217,AN,Acropora nasuta,2009,229.6099986,1
217,AN,Acropora nasuta,2010,228.4774832,1
217,AN,Acropora nasuta,2011,81.20728495,1
217,AN,Acropora nasuta,2012,15.45105681,0
218,AN,Acropora nasuta,2009,538.766965,1
218,AN,Acropora nasuta,2010,383.639647,1
218,AN,Acropora nasuta,2011,392.2711981,1
218,AN,Acropora nasuta,2012,437.9589863,0
219,AN,Acropora nasuta,2009,618.8150611,1
219,AN,Acropora nasuta,2010,545.4029628,1
219,AN,Acropora nasuta,2011,605.3084523,1
219,AN,Acropora nasuta,2012,679.3980378,1
219,AN,Acropora nasuta,2013,194.2281939,0
220,AN,Acropora nasuta,2009,296.775062,1
220,AN,Acropora nasuta,2010,178.521191,1
220,AN,Acropora nasuta,2011,234.3162149,1
220,AN,Acropora nasuta,2012,346.0956123,1
220,AN,Acropora nasuta,2013,297.5784299,1
220,AN,Acropora nasuta,2014,360.7388396,0
221,AN,Acropora nasuta,2009,323.3635065,1
221,AN,Acropora nasuta,2010,460.2417382,1
221,AN,Acropora nasuta,2011,577.6275309,1
221,AN,Acropora nasuta,2012,321.9325672,0
222,AN,Acropora nasuta,2009,630.4904945,1
222,AN,Acropora nasuta,2010,576.5516786,1
222,AN,Acropora nasuta,2011,637.7671644,0
223,AN,Acropora nasuta,2009,438.5244377,1
223,AN,Acropora nasuta,2010,516.7573037,1
223,AN,Acropora nasuta,2011,465.4013275,0
224,AN,Acropora nasuta,2009,223.1434928,1
224,AN,Acropora nasuta,2010,372.9644921,1
224,AN,Acropora nasuta,2011,434.9551527,1
224,AN,Acropora nasuta,2012,275.0511858,0
225,AN,Acropora nasuta,2009,733.2804935,1
225,AN,Acropora nasuta,2010,742.8674522,1
225,AN,Acropora nasuta,2011,786.8123609,1
225,AN,Acropora nasuta,2012,819.9002445,0
226,AN,Acropora nasuta,2009,519.8883667,1
226,AN,Acropora nasuta,2010,463.730849,1
226,AN,Acropora nasuta,2011,250.945749,0
227,AN,Acropora nasuta,2009,597.9782419,1
227,AN,Acropora nasuta,2010,620.2297748,1
227,AN,Acropora nasuta,2011,436.3002005,0
228,AN,Acropora nasuta,2009,535.8463983,1
228,AN,Acropora nasuta,2010,507.4848311,1
228,AN,Acropora nasuta,2011,548.0793672,0
229,AN,Acropora nasuta,2009,796.3577185,1
229,AN,Acropora nasuta,2010,753.9348938,1
229,AN,Acropora nasuta,2011,872.2821502,0
230,AN,Acropora nasuta,2009,1065.193803,1
230,AN,Acropora nasuta,2010,1132.87022,1
230,AN,Acropora nasuta,2011,1045.708634,1
230,AN,Acropora nasuta,2012,743.4055909,0
231,AN,Acropora nasuta,2010,783.8997302,1
231,AN,Acropora nasuta,2011,889.8789403,1
231,AN,Acropora nasuta,2012,365.2824577,0
232,AN,Acropora nasuta,2010,112.176344,1
232,AN,Acropora nasuta,2011,173.1427535,1
232,AN,Acropora nasuta,2012,289.0856557,1
232,AN,Acropora nasuta,2013,394.950351,1
232,AN,Acropora nasuta,2014,660.388363,0
233,AN,Acropora nasuta,2010,489.7538955,1
233,AN,Acropora nasuta,2011,28.95921736,0
